N,P,K,temperature,humidity,ph,rainfall,label
100.09,53.69,59.25,21.81,37.71,5.53,119.55,mango
68.93,45.26,13.62,32.58,87.5,6.57,68.33,pomegranate
-3.01,38.33,45.52,23.92,56.13,7.14,199.34,kidneybeans
78.42,-13.74,51.47,32.68,69.55,6.72,76.68,muskmelon
74.92,51.51,71.33,16.77,72.49,7.13,28.55,muskmelon
38.24,41.47,-33.08,22.55,42.38,5.4,40.38,muskmelon
6.11,59.35,47.04,21.56,45.04,6.1,139.66,jute
135.46,53.27,33.68,22.48,51.84,5.8,174.43,maize
68.39,87.49,80.53,24.4,81.37,7.4,173.34,grapes
32.87,49.73,55.8,34.41,139.91,5.46,58.23,watermelon
98.37,73.97,122.79,25.22,60.29,5.72,115.99,grapes
70.68,24.18,40.23,26.62,76.11,5.57,173.79,lentil
94.06,80.58,62.22,23.04,52.4,6.64,101.53,chickpea
25.3,64.6,-5.73,30.42,101.97,6.11,44.25,maize
75.68,35.6,-15.65,25.8,92.96,5.67,125.17,maize
46.07,43.03,-23.22,23.44,69.44,6.47,46.46,blackgram
63.52,95.12,32.25,26.39,121.44,6.73,80.87,lentil
15.11,60.01,47.75,25.86,65.1,8.05,87.28,rice
34.23,98.42,61.14,19.73,45.92,7.11,93.47,cotton
31.76,81.93,18.48,27.29,30.62,7.39,151.09,chickpea
43.66,-4.89,32.59,20.7,74.52,7.46,74.3,mango
35.48,35.69,130.47,26.53,108.65,7.28,131.91,watermelon
28.0,24.08,41.14,25.96,55.58,6.52,112.19,cotton
10.81,67.16,-29.3,23.16,82.44,6.95,129.6,grapes
73.65,45.19,42.95,20.01,63.58,7.05,49.35,Arecanut
32.45,99.88,24.65,26.05,78.12,6.5,86.33,orange
46.39,15.29,72.33,23.92,49.5,6.12,93.84,watermelon
43.34,30.2,41.03,15.33,99.21,8.6,121.52,grapes
29.77,50.92,12.69,22.27,43.62,6.24,27.92,rice
45.72,28.36,41.96,28.95,63.51,6.42,179.9,coffee
63.74,2.2,86.96,33.92,36.08,6.52,56.3,mungbean
59.61,16.3,40.58,28.14,78.51,6.33,148.71,watermelon
64.22,57.82,89.38,17.05,57.77,6.28,176.11,apple
23.12,80.06,44.81,33.95,79.21,7.54,103.43,pomegranate
28.09,38.08,93.33,26.23,78.2,6.71,49.11,banana
-13.76,-11.65,24.07,26.17,124.78,6.74,122.35,Paddy
117.72,51.36,45.22,33.91,74.08,6.28,84.73,coconut
-15.9,64.57,101.65,21.65,79.7,6.32,78.7,rice
67.22,59.3,11.33,23.15,90.58,6.4,106.19,mothbeans
-4.99,-0.87,-17.23,19.9,88.82,5.89,119.05,mango
-39.76,45.11,107.56,29.3,64.27,7.34,83.94,coffee
76.19,58.54,48.68,25.05,72.7,5.54,93.25,coffee
59.23,57.28,-89.04,27.19,112.84,5.85,77.94,banana
-4.81,146.94,-65.6,21.46,79.11,6.22,107.73,mungbean
52.8,21.33,76.85,21.75,77.61,6.98,24.11,coconut
140.09,60.4,26.52,27.7,100.79,7.11,179.14,apple
88.89,86.3,2.53,31.18,96.28,5.27,116.94,kidneybeans
-19.03,56.74,31.38,23.41,71.09,6.77,111.49,chickpea
60.05,54.87,-25.43,29.96,65.11,5.59,17.93,blackgram
42.07,44.09,112.25,15.8,67.61,6.77,133.38,mungbean
31.7,82.93,65.25,34.74,72.32,6.94,112.18,coffee
13.63,94.37,53.85,23.79,69.31,6.34,24.67,maize
33.64,39.85,90.61,24.04,87.17,7.67,66.77,pigeonpeas
84.98,8.42,46.66,25.12,67.73,7.25,152.37,chickpea
47.22,26.48,99.01,29.75,109.1,6.7,-29.0,Paddy
46.48,91.02,55.31,23.47,95.03,6.49,64.75,lentil
17.14,111.75,-23.4,27.85,89.79,5.42,45.75,jute
66.31,70.41,58.71,33.41,52.46,6.29,69.59,blackgram
71.1,23.98,5.56,23.29,101.5,7.0,174.07,apple
52.8,41.82,75.39,27.14,66.17,5.58,85.08,rice
39.66,71.65,53.95,27.75,49.0,6.68,39.36,coconut
57.26,130.67,34.5,20.12,78.36,6.84,97.49,muskmelon
69.49,28.69,115.78,25.06,91.98,5.76,153.57,pomegranate
28.85,44.92,54.03,27.53,120.37,5.25,56.64,pigeonpeas
32.15,45.31,118.13,25.18,75.22,7.86,-32.95,maize
59.09,9.31,-19.02,30.4,68.39,6.65,65.38,Arecanut
69.48,33.21,-19.68,29.08,65.51,6.55,85.04,apple
27.18,-31.81,48.79,28.65,70.95,7.0,206.93,apple
46.74,68.96,17.46,35.55,87.01,7.69,96.19,watermelon
57.5,55.67,51.94,28.13,77.83,7.88,10.83,blackgram
18.33,41.42,92.95,30.62,84.45,6.05,121.6,coffee
46.45,68.87,53.5,20.35,54.61,5.37,28.06,coconut
75.32,69.87,-37.08,22.7,114.0,6.77,130.46,apple
-34.09,51.39,6.71,23.92,122.6,6.9,114.11,banana
74.53,28.81,57.71,13.97,71.38,4.9,73.94,maize
22.86,56.25,94.96,18.59,51.57,5.26,76.3,chickpea
39.5,91.97,23.82,26.47,79.17,6.34,62.08,apple
44.46,63.87,39.14,25.54,87.72,5.9,125.85,cotton
88.39,94.75,13.33,21.74,77.16,6.82,115.33,muskmelon
69.03,32.78,21.26,23.91,71.6,6.62,27.23,Paddy
113.48,49.37,1.84,27.98,70.35,7.37,123.28,kidneybeans
59.78,4.14,139.84,26.89,53.38,6.46,83.13,Paddy
28.37,86.5,-10.36,26.85,71.49,7.0,97.03,jute
63.81,49.38,43.43,27.24,78.77,6.75,196.47,blackgram
-50.26,36.72,105.3,31.36,104.99,5.12,176.84,orange
83.87,49.88,190.28,24.77,52.91,6.12,122.66,mungbean
54.64,44.23,150.63,27.84,73.99,6.21,95.99,papaya
43.25,107.59,-40.46,20.04,63.72,6.18,149.39,kidneybeans
52.37,48.32,32.85,19.61,96.6,5.13,170.21,coconut
2.63,47.86,67.29,36.4,67.05,5.97,138.32,coffee
36.13,-5.84,139.65,33.37,75.6,6.08,112.29,Paddy
-23.98,68.93,34.89,27.12,88.82,5.17,131.08,lentil
102.02,80.28,13.49,32.89,72.47,6.66,175.0,watermelon
50.73,24.86,24.82,27.91,42.57,5.29,165.63,papaya
-5.36,111.09,-55.79,11.58,51.42,5.8,184.46,blackgram
63.2,58.5,18.86,28.8,67.39,6.24,149.1,maize
35.89,83.68,51.09,25.36,75.09,6.02,93.61,mungbean
60.08,94.15,70.06,24.61,47.21,6.88,131.49,pigeonpeas
45.39,79.27,-93.22,16.4,93.38,6.93,25.05,papaya
98.24,69.62,84.91,32.39,49.33,6.08,35.57,jute
78.99,46.69,85.83,21.44,102.5,7.56,136.58,apple
65.64,41.9,27.79,32.47,70.89,5.8,43.98,coffee
46.09,90.06,162.35,20.22,48.54,5.26,118.14,lentil
-18.61,94.14,125.76,32.98,93.83,5.82,107.94,kidneybeans
88.72,84.51,2.61,19.99,99.47,7.27,78.63,cotton
48.48,29.08,-113.08,22.53,94.14,6.83,186.86,jute
89.66,42.18,45.63,25.54,102.58,6.39,80.55,orange
38.7,62.26,-12.99,21.53,107.52,5.8,9.92,pomegranate
71.58,59.34,-22.28,23.5,84.79,6.74,15.17,pigeonpeas
-28.44,12.92,-71.94,31.83,12.2,5.66,99.5,rice
40.3,59.22,111.04,29.22,70.58,6.95,83.49,chickpea
-30.44,31.45,40.91,25.9,77.06,6.15,88.41,mungbean
71.25,85.84,79.31,31.83,83.48,5.39,112.77,coffee
75.78,89.87,67.23,20.6,67.83,6.51,59.38,grapes
77.1,44.27,78.86,23.17,99.32,6.57,108.2,coconut
73.42,59.38,-18.22,24.22,58.02,5.9,39.93,banana
109.28,105.75,166.15,25.43,20.61,5.69,111.03,Paddy
85.14,63.72,125.8,31.41,87.66,6.48,132.44,jute
74.41,59.3,54.42,35.36,57.51,6.94,44.99,Paddy
77.84,32.37,71.82,20.4,41.58,6.83,56.66,mango
58.86,58.59,45.95,22.64,73.99,6.72,95.52,apple
12.9,-6.4,27.17,22.18,81.52,6.42,174.27,pigeonpeas
26.84,61.39,110.86,15.44,55.97,7.09,70.83,kidneybeans
57.9,12.13,18.68,26.37,77.15,6.25,107.26,orange
85.57,126.2,44.93,24.55,71.0,5.7,157.61,blackgram
78.76,89.49,77.55,23.98,68.17,5.47,61.03,coffee
35.58,12.42,-71.56,24.63,97.02,6.31,114.98,maize
72.41,48.78,-29.92,24.54,55.44,6.83,177.11,Paddy
90.66,109.31,171.21,26.34,68.88,7.79,98.98,chickpea
27.96,29.19,-52.06,24.7,81.81,5.92,93.92,rice
-35.32,-4.17,5.64,17.11,47.16,5.45,75.52,rice
-14.21,8.61,15.55,20.33,100.4,4.98,129.41,blackgram
1.04,60.2,21.34,26.79,64.79,6.97,167.79,muskmelon
118.43,85.85,114.88,22.62,24.02,7.19,102.21,lentil
104.04,11.68,7.8,27.62,75.35,6.14,55.75,grapes
40.62,44.66,43.41,16.02,84.7,4.75,83.25,lentil
16.41,91.91,53.95,26.87,51.12,7.02,162.69,apple
64.04,78.78,-26.88,24.9,63.58,7.97,91.59,coffee
40.54,28.8,110.09,28.94,100.46,6.07,175.17,maize
22.76,74.14,37.28,22.58,81.85,6.69,80.96,pomegranate
59.55,36.88,-41.84,26.75,77.31,7.25,135.34,Arecanut
-0.45,46.55,50.74,32.94,60.29,7.83,112.58,blackgram
67.97,85.12,57.4,24.11,104.74,6.88,105.81,Paddy
18.13,95.33,43.42,23.81,94.94,6.28,62.85,mango
59.2,68.36,62.48,22.87,67.84,5.59,29.82,grapes
106.86,79.55,57.84,29.42,56.04,5.84,153.11,apple
39.16,54.83,76.59,26.07,85.79,6.33,33.71,banana
195.84,41.97,102.26,30.92,75.31,6.44,111.34,chickpea
61.94,53.17,9.62,17.22,60.47,4.51,125.71,coffee
-4.29,-2.63,26.55,17.37,69.41,6.35,77.31,jute
66.68,93.54,-35.25,24.81,102.3,6.61,139.49,watermelon
75.59,131.67,96.52,25.93,65.86,7.11,132.86,Arecanut
94.85,115.24,130.12,25.53,78.6,7.38,137.77,papaya
7.68,66.84,1.41,28.66,75.39,6.48,72.45,mango
44.39,39.09,96.7,32.92,82.79,7.69,85.43,lentil
27.26,61.27,120.54,17.55,53.34,4.72,138.48,mungbean
56.69,87.84,69.72,21.63,46.64,5.97,173.05,Arecanut
68.33,119.66,43.44,21.55,53.51,6.22,145.47,rice
48.75,89.97,47.3,24.7,66.14,5.82,136.53,mungbean
-28.24,52.21,-22.38,15.42,30.55,6.06,150.55,jute
18.92,15.31,-56.28,25.97,92.58,5.81,89.94,maize
44.76,71.16,88.9,20.56,70.92,6.49,73.77,pomegranate
37.66,64.18,-1.86,28.14,102.78,4.6,15.79,apple
51.06,56.36,77.83,28.53,78.75,5.79,13.12,Paddy
69.78,64.4,-2.34,25.1,51.64,6.1,170.31,mungbean
49.42,40.72,123.63,25.19,91.48,7.39,125.68,apple
32.1,17.16,51.81,29.02,63.72,7.55,63.74,pigeonpeas
13.09,14.24,31.96,26.77,81.46,5.22,93.09,cotton
89.0,16.82,96.77,25.24,99.88,7.17,114.92,orange
121.57,97.4,-21.13,24.89,52.75,6.87,120.94,maize
32.36,92.99,70.08,31.22,75.6,6.41,61.28,mothbeans
106.59,86.75,89.44,24.65,81.7,6.33,74.25,mango
31.35,32.75,36.57,25.4,85.16,5.54,175.2,kidneybeans
66.12,87.05,-45.27,26.39,33.79,6.73,126.0,banana
23.84,109.65,21.42,30.42,72.82,7.3,142.99,Paddy
35.43,22.47,28.27,31.25,86.08,6.08,101.57,lentil
29.54,38.7,133.56,28.46,90.61,7.81,84.15,coconut
16.57,23.1,-94.65,20.8,69.45,6.82,168.92,papaya
70.31,74.58,51.21,22.94,63.06,6.11,81.4,blackgram
39.91,47.73,15.07,29.89,54.89,4.59,180.9,maize
83.17,67.48,34.79,27.39,50.19,4.8,93.55,apple
47.63,49.68,14.87,27.16,57.52,6.09,84.28,Arecanut
83.95,-1.99,-7.91,32.87,90.5,6.67,140.3,mango
53.75,33.54,-88.87,21.35,99.79,6.67,134.98,kidneybeans
20.72,44.38,11.14,32.09,134.39,8.74,39.67,maize
47.78,38.47,43.44,31.78,50.39,4.91,147.52,coconut
0.84,23.99,20.33,30.44,86.95,5.63,84.08,muskmelon
35.79,61.5,86.43,15.09,43.23,4.06,97.63,mango
68.94,62.53,9.69,21.88,24.67,5.81,96.63,papaya
51.19,33.82,48.84,24.94,46.59,8.29,94.97,banana
49.5,72.22,99.15,27.62,94.24,4.93,45.4,jute
44.12,23.82,84.37,23.74,56.54,5.69,174.92,banana
28.97,27.88,138.22,32.81,98.9,7.01,93.81,watermelon
20.52,54.07,-5.89,16.81,78.41,6.35,84.22,jute
24.88,18.36,49.09,20.24,86.57,4.93,132.79,blackgram
-34.35,84.33,67.81,28.53,91.61,6.32,93.51,coffee
73.39,29.41,-20.81,24.9,65.23,7.17,102.31,muskmelon
-0.46,72.42,88.9,16.56,56.44,6.12,34.45,banana
21.99,52.7,-47.01,25.84,78.09,5.82,14.29,pomegranate
-24.94,70.33,41.71,24.4,78.37,4.91,117.32,muskmelon
17.87,40.8,35.4,20.25,65.91,6.81,98.92,rice
130.86,10.64,26.2,22.53,57.65,6.76,69.66,rice
-33.56,50.63,-27.43,25.45,69.71,6.5,102.45,lentil
28.75,136.0,94.3,27.79,81.79,4.91,99.66,lentil
26.97,18.64,41.63,27.33,83.64,5.32,155.53,papaya
91.88,55.69,72.81,26.33,110.27,6.07,143.34,banana
61.65,60.49,30.6,20.76,72.41,7.08,151.73,cotton
93.07,80.88,11.52,18.0,83.42,7.44,141.17,mungbean
53.86,58.66,113.65,28.16,83.74,6.43,122.09,blackgram
101.08,-5.18,43.14,19.19,46.76,7.6,97.13,watermelon
110.76,49.38,30.17,23.03,96.86,7.2,144.88,cotton
-4.98,70.83,89.57,36.43,43.72,6.38,30.68,coffee
124.15,45.89,-2.59,22.13,106.05,6.5,43.68,mungbean
96.71,58.91,133.75,27.16,68.26,5.3,92.58,maize
91.51,42.15,-37.16,24.82,46.54,6.65,128.94,orange
36.74,72.07,28.06,24.38,78.8,4.99,96.83,papaya
57.0,59.41,70.8,20.23,67.33,7.19,138.38,pigeonpeas
84.77,7.59,85.67,29.41,54.35,5.23,63.74,lentil
88.73,66.12,41.79,26.09,94.72,5.05,73.74,grapes
22.38,51.18,18.12,28.83,37.91,6.46,94.51,lentil
34.85,36.5,82.88,22.37,79.84,6.07,114.55,mothbeans
69.27,-3.36,-58.53,27.3,71.47,6.41,109.37,muskmelon
-2.22,-10.62,36.85,25.53,102.08,7.57,93.03,coffee
92.42,-4.58,-34.27,26.59,84.81,6.84,109.89,orange
54.92,63.35,5.08,24.89,98.26,5.59,98.86,lentil
83.32,77.72,-11.54,23.53,86.89,6.77,77.4,orange
87.37,69.48,51.0,32.16,92.29,5.47,157.02,apple
79.13,23.8,97.3,26.1,63.6,5.89,79.29,watermelon
-8.38,18.01,30.85,39.78,70.01,5.96,147.39,lentil
70.9,55.12,89.81,30.59,32.07,6.08,210.2,kidneybeans
52.62,48.81,52.83,31.07,67.5,6.84,194.01,banana
45.24,90.06,25.9,25.81,87.29,5.37,131.23,rice
28.3,41.59,62.46,15.2,64.91,5.48,86.62,cotton
50.78,9.79,131.49,22.82,53.27,5.3,34.2,orange
-0.59,76.81,19.85,20.99,58.87,6.47,136.56,maize
106.5,92.95,10.86,29.88,49.95,6.72,78.09,mungbean
68.45,100.64,102.21,25.46,75.4,5.27,117.47,rice
113.34,92.1,45.18,31.85,88.16,6.76,29.37,orange
9.75,3.63,134.68,25.27,79.29,7.02,190.85,lentil
33.25,49.1,49.2,21.06,103.94,8.33,121.19,watermelon
52.04,94.46,57.81,32.56,51.22,6.51,96.11,rice
107.11,100.03,54.12,25.09,67.24,5.76,99.14,papaya
38.55,24.92,-2.27,26.8,86.09,6.76,169.97,jute
9.02,84.87,85.95,24.5,73.15,5.86,93.12,chickpea
73.49,74.88,-4.18,23.99,69.97,6.86,178.52,pigeonpeas
82.18,30.75,74.58,20.7,55.45,5.41,-24.54,kidneybeans
-6.78,25.9,81.38,18.74,49.09,7.06,233.66,apple
72.01,60.97,9.72,28.44,75.12,7.29,136.13,papaya
30.63,22.87,59.83,24.88,78.58,6.88,127.47,muskmelon
30.18,26.08,67.7,19.07,50.73,4.96,79.19,blackgram
99.5,92.63,112.23,24.49,112.31,6.07,150.43,Arecanut
49.95,73.63,46.76,19.6,81.5,5.94,84.39,mungbean
61.17,56.1,60.32,31.3,57.28,6.27,28.96,blackgram
22.82,53.25,91.69,22.9,81.4,6.07,46.85,jute
81.97,81.56,29.33,24.36,79.01,7.68,34.13,apple
13.75,51.36,9.89,28.65,20.38,7.34,51.55,coconut
76.44,44.05,20.68,27.16,81.63,7.03,188.72,kidneybeans
96.95,121.24,73.94,29.22,75.97,5.89,134.45,mungbean
-6.99,118.48,22.46,26.69,36.36,6.31,141.69,Paddy
1.75,69.71,73.76,32.59,98.37,6.04,100.03,mungbean
80.62,86.3,92.01,13.7,84.71,7.32,99.9,blackgram
44.03,81.32,82.55,20.24,106.25,7.14,194.18,mungbean
147.26,59.42,68.29,25.64,59.53,8.11,32.27,rice
36.25,2.75,-18.91,27.71,61.18,6.9,-5.31,papaya
45.66,64.58,69.16,28.86,64.42,7.13,159.26,Arecanut
34.44,5.21,138.42,18.69,75.19,7.46,177.15,coconut
38.49,91.01,85.15,28.57,91.86,6.8,85.5,kidneybeans
23.4,48.29,37.94,34.02,80.07,7.2,154.11,apple
99.62,64.52,69.26,31.18,81.37,5.77,133.44,apple
7.08,93.16,36.4,26.51,87.01,7.48,184.78,blackgram
118.67,106.52,123.55,23.18,36.04,6.07,33.44,Arecanut
84.67,-34.41,38.47,14.2,49.19,6.86,89.85,papaya
23.45,63.4,69.47,25.01,45.39,6.2,131.84,lentil
35.34,108.56,19.58,19.05,88.42,6.21,25.38,pomegranate
95.73,3.32,65.22,29.34,101.87,5.33,3.27,lentil
108.95,119.41,-8.49,34.45,51.3,5.13,116.38,pigeonpeas
87.9,58.96,126.63,12.87,58.06,6.23,140.3,blackgram
28.62,85.56,66.84,15.11,46.94,6.17,139.7,coffee
64.44,44.42,79.47,23.03,51.9,6.73,64.88,rice
67.66,49.13,43.51,31.01,115.42,6.88,101.3,coffee
58.45,55.15,-42.04,22.15,61.8,6.33,19.07,grapes
41.83,22.2,123.07,23.82,76.53,5.93,150.32,Paddy
89.39,4.83,29.94,19.11,119.71,7.45,195.69,blackgram
56.6,89.0,73.16,25.28,56.2,6.69,134.94,lentil
65.33,-27.93,4.04,25.56,62.55,6.35,158.96,apple
105.44,46.65,-48.28,24.88,64.86,6.29,36.5,mungbean
25.51,41.44,63.92,32.81,79.99,6.53,143.88,lentil
58.25,21.72,140.34,21.94,11.39,5.65,154.11,banana
54.31,50.78,-6.95,17.94,56.06,6.42,136.45,orange
-32.9,84.39,-13.24,22.6,90.71,6.58,170.42,blackgram
79.24,14.75,20.03,28.69,90.15,6.54,176.63,grapes
0.97,68.72,38.37,28.59,68.37,6.19,79.12,coffee
60.81,72.54,32.86,24.07,99.38,4.65,82.74,banana
62.78,24.46,81.42,30.19,67.99,6.51,143.68,pigeonpeas
69.94,40.63,35.58,22.67,61.16,5.98,105.98,cotton
51.46,58.71,-30.73,27.21,65.6,7.36,74.83,jute
53.48,44.18,89.69,20.76,62.26,7.22,36.9,Arecanut
141.52,99.48,32.35,21.01,54.49,6.72,82.21,apple
46.58,83.51,10.06,28.43,68.04,7.53,115.11,maize
30.17,37.04,73.59,24.26,66.85,6.21,146.05,Paddy
26.25,99.81,-30.82,33.61,84.63,6.53,64.06,kidneybeans
75.08,55.5,50.79,16.18,62.94,7.32,120.42,mango
-4.59,14.42,67.03,28.28,62.34,6.69,185.44,Arecanut
17.65,28.1,66.62,26.59,87.29,6.8,128.01,apple
93.06,9.17,59.33,34.17,29.5,4.78,117.03,Arecanut
110.66,82.05,93.24,29.48,58.98,5.67,60.64,pomegranate
68.74,71.96,127.28,23.71,109.45,7.01,-36.89,mungbean
111.73,90.4,19.1,20.92,78.1,7.01,116.73,kidneybeans
63.74,10.02,-63.29,36.33,81.52,5.15,64.05,blackgram
38.27,30.23,73.27,22.4,61.2,7.03,137.14,jute
63.16,81.33,56.53,23.74,74.81,5.61,270.63,banana
-1.99,82.26,6.73,17.51,53.53,6.06,140.6,papaya
38.72,43.96,13.37,19.7,38.37,6.49,116.73,mothbeans
54.31,53.75,62.72,20.44,62.25,6.2,96.68,papaya
41.12,80.14,59.29,24.5,67.08,5.99,63.73,Paddy
92.34,54.7,11.5,28.0,108.24,6.33,108.4,mango
111.14,98.57,10.55,32.48,51.51,6.33,107.94,muskmelon
18.34,72.65,45.46,24.62,71.77,6.21,99.97,Paddy
109.51,7.05,60.93,20.67,32.67,5.28,189.22,banana
40.06,51.19,-38.17,20.07,46.59,7.45,61.41,coffee
15.91,65.63,47.24,35.91,90.97,5.57,107.44,mungbean
27.18,15.26,81.82,21.42,41.9,6.75,147.06,kidneybeans
32.34,78.33,68.59,37.11,88.53,6.54,201.98,rice
42.45,43.54,138.24,35.61,82.67,6.76,178.64,Paddy
9.7,9.96,51.95,26.23,23.06,5.96,64.36,maize
-14.3,61.96,127.71,24.46,76.14,5.62,95.57,cotton
66.43,16.79,-102.71,16.49,26.34,5.0,90.44,lentil
36.79,69.27,71.61,20.23,89.44,7.46,166.07,lentil
24.08,17.28,-19.92,22.03,47.13,5.8,184.79,lentil
-2.81,64.53,70.19,21.02,45.66,6.11,219.21,Arecanut
-38.54,108.28,28.38,19.85,49.13,6.22,152.21,mothbeans
55.66,12.3,102.19,19.62,20.52,7.67,100.04,kidneybeans
88.55,52.08,112.89,30.39,74.34,5.65,57.87,apple
47.41,43.22,-42.93,29.41,109.89,7.27,226.45,maize
-0.49,67.94,43.8,30.17,99.16,5.19,107.97,orange
70.64,-42.1,140.92,29.5,46.42,6.78,196.6,jute
-13.17,91.99,20.95,26.79,73.76,6.33,157.56,banana
56.26,39.75,53.02,20.3,58.76,7.02,96.51,pomegranate
52.0,110.82,-38.04,29.73,67.63,4.62,37.25,watermelon
43.13,60.0,74.85,25.86,110.64,6.38,170.2,lentil
46.48,70.79,-50.44,19.87,81.63,5.18,-6.21,apple
38.34,70.61,40.74,27.39,80.58,6.63,147.99,maize
64.21,78.78,54.55,23.49,63.59,6.53,12.88,blackgram
105.17,42.6,74.87,26.07,3.72,6.32,63.16,rice
33.3,73.77,81.04,25.37,58.32,7.0,108.63,lentil
103.29,-12.03,37.03,31.97,112.87,6.26,101.52,banana
103.06,76.49,45.59,28.39,50.2,5.08,125.49,mothbeans
26.24,79.58,13.61,21.55,110.01,6.18,6.85,mothbeans
98.57,68.73,-44.68,21.42,83.15,6.95,127.62,papaya
101.58,106.47,27.06,21.69,98.33,6.31,167.75,pomegranate
21.53,48.85,-75.22,24.18,57.57,6.88,36.71,muskmelon
86.12,52.77,39.25,23.63,79.36,7.58,134.74,lentil
65.73,66.24,37.96,17.21,56.56,5.78,132.77,mungbean
45.24,19.36,9.51,30.85,131.04,6.7,63.95,apple
62.96,35.71,-5.57,17.65,99.21,7.17,158.78,pomegranate
46.32,56.45,-83.47,20.18,94.9,7.8,42.29,orange
18.98,72.99,69.08,32.39,63.22,7.32,86.99,chickpea
17.5,49.56,73.01,25.38,63.67,6.83,82.85,pomegranate
108.88,31.47,93.05,17.57,61.32,6.89,121.65,lentil
29.58,10.51,-28.07,18.61,83.1,6.49,30.36,maize
5.14,-10.95,51.3,24.88,61.49,6.08,121.83,mungbean
107.58,58.35,93.03,30.95,68.29,6.74,163.76,Paddy
0.66,77.93,54.46,28.44,79.81,6.08,56.59,Paddy
43.85,35.9,-15.15,25.64,99.23,7.33,116.42,coconut
-6.89,21.73,74.31,31.72,72.87,7.56,-29.34,blackgram
20.69,32.53,-4.88,16.38,62.5,6.63,188.99,chickpea
23.63,51.13,40.21,27.85,63.78,6.06,138.85,maize
13.18,38.08,97.42,28.32,58.23,5.13,94.7,banana
34.86,37.87,-11.16,23.86,65.55,7.53,105.64,coffee
53.26,58.98,38.94,22.22,43.84,6.91,52.0,watermelon
44.05,51.11,29.27,28.12,62.4,5.45,135.08,mango
-3.5,7.98,142.45,33.16,60.06,7.17,149.9,Paddy
4.8,48.85,43.36,24.42,89.81,7.41,170.91,papaya
24.79,6.02,71.24,30.78,70.1,5.49,111.13,lentil
34.24,45.21,-54.23,28.84,99.51,5.35,146.95,watermelon
54.42,94.96,101.45,23.51,121.99,6.34,66.67,watermelon
109.23,59.22,-34.15,28.75,42.99,7.14,107.67,banana
48.77,46.19,-32.37,27.06,104.57,6.02,78.61,mango
52.0,45.17,123.33,17.04,121.14,8.04,56.6,mungbean
46.34,83.66,-26.98,29.26,71.67,6.95,75.86,watermelon
-0.67,59.37,61.72,31.65,100.09,6.97,132.18,orange
61.05,70.8,81.13,22.89,84.5,6.87,125.43,mungbean
56.93,96.46,107.14,17.47,48.13,5.85,49.79,cotton
7.83,34.15,81.53,34.41,78.18,7.26,54.17,pomegranate
3.15,49.17,44.53,21.62,71.42,6.94,91.02,coffee
68.13,-3.25,86.22,26.78,67.85,7.51,129.4,mango
44.91,31.56,0.36,28.49,73.09,6.36,41.87,apple
12.19,75.76,88.77,24.18,18.13,6.62,141.57,lentil
67.15,50.58,-27.27,29.0,70.39,7.74,131.36,muskmelon
64.91,71.09,65.47,23.06,81.35,6.53,19.42,banana
10.44,79.85,46.95,30.46,73.68,6.29,129.13,watermelon
56.25,82.66,130.71,25.21,83.87,5.29,123.55,banana
57.29,51.82,97.42,37.05,65.34,6.9,10.58,coconut
85.83,30.16,70.22,26.23,111.73,4.97,220.89,mango
35.91,51.5,126.32,26.21,52.25,6.0,78.76,banana
45.44,8.45,-27.72,21.07,57.88,7.11,76.31,maize
94.4,56.28,58.43,22.39,55.56,6.97,72.17,grapes
116.0,34.77,20.14,25.88,72.8,6.88,89.92,mothbeans
43.87,55.86,41.1,28.21,99.7,6.65,126.68,Paddy
53.95,81.34,121.24,18.28,73.22,7.9,102.9,blackgram
84.82,40.56,33.37,15.53,61.04,6.56,110.8,muskmelon
20.68,111.27,28.63,26.57,46.17,7.46,87.76,muskmelon
29.04,53.81,19.77,16.45,91.91,5.22,55.31,mango
86.26,41.82,-9.65,21.53,94.46,6.91,170.25,rice
55.74,54.38,54.72,26.46,97.3,8.03,155.87,muskmelon
25.69,111.04,97.91,27.37,77.2,5.94,54.34,apple
77.25,53.13,13.46,28.22,96.16,6.62,140.65,Paddy
46.02,37.74,63.45,22.07,79.24,6.04,136.63,apple
53.18,46.18,16.05,26.81,43.8,5.88,216.96,mungbean
99.4,23.8,44.73,33.3,74.22,6.39,143.7,coconut
41.97,57.31,16.65,23.71,90.73,6.06,115.37,mango
45.35,82.44,130.03,30.61,84.3,6.26,237.36,coconut
-50.57,9.84,23.17,21.88,58.02,7.34,90.44,kidneybeans
15.01,61.16,18.83,26.09,78.6,6.97,46.88,banana
26.19,97.92,107.85,27.88,28.61,7.72,93.92,grapes
-2.65,17.17,22.23,25.42,60.57,6.99,124.97,pomegranate
11.17,49.74,8.88,20.08,46.26,6.49,62.47,banana
69.4,81.02,45.58,23.0,52.58,6.23,155.78,Paddy
81.98,60.63,74.88,25.77,88.63,5.72,79.3,papaya
4.12,15.73,55.43,30.86,106.54,6.81,80.76,maize
52.73,26.54,-9.46,23.22,67.41,6.54,212.87,cotton
70.21,101.03,14.29,24.32,65.0,7.36,83.58,mungbean
54.61,29.76,40.03,20.99,77.71,4.99,78.99,kidneybeans
80.82,13.65,54.02,28.87,75.93,6.48,121.25,banana
51.14,13.99,132.3,21.81,52.04,6.09,54.9,mothbeans
52.35,82.94,98.89,25.76,64.63,5.71,184.31,lentil
109.85,11.41,-42.89,33.89,88.86,7.16,121.18,jute
